company_name,ticker,market,ir_home_url,financial_reports_url,announcements_url,presentations_url,monthly_reports_url,ir_calendar_url,pipeline_url,global_collaboration_url,news_center_url,company_news_url,media_coverage_url,last_crawled_at,crawl_frequency,priority,notes
康方生物,09926.HK,港股,https://www.akesobio.com/cn/investor-relations/,https://www.akesobio.com/cn/investor-relations/financial-reports/,待确认,待确认,待确认,待确认,https://www.akesobio.com/cn/science-technology-rd/product-center/,https://www.akesobio.com/cn/global-cooperation/,https://www.akesobio.com/cn/media/,https://www.akesobio.com/cn/media/akeso-news/,待确认,2026-06-02,weekly,高,优先核验财报、演示材料、月报、公告通函、公司新闻中的管线进展、会议数据、指南推荐、BD时间
